Case No.,Action Plan,Country,Commitment Title,Full Text,Lead Institution,Supporting Institutions,Anti-corruption,Conflicts of Interest ,Asset disclosure,Audits & Controls,Whistleblower Protections,Budget Transparency,Citizen Budgets,Participatory Budgeting,E-petitions,Social Audits,Public Participation,Public Procurement,Access to Information,Records Management,Open Data,Elections & Political Finance,Law Enforcement & Justice,"
Public Service Delivery",E-government,Capacity Building,Legislation & Regulation,Private sector,Legislature,Sub-national governance,Judiciary,Media & Telecommunications,Education,Health & Nutrition,Citizenship & Immigration,Welfare & Social Security,Water & Sanitation,Infrastructure,Public Safety,Defense,Natural Resources,Aid,Nonprofits,Labor,Science & Technology,Gender & Sexuality,Human Rights,OGP,Sum,Compound,Cluster,PoC Specified?,Specificity,_Specificity,GC-PubInt,GC-PubRes,GC-PubSvc,GC-CorpAcc,GC-SafComm,Value - Info,Value - Part,Value - Acc,Value - Tech,_Relevant,NewvPre-exist,_New v Pre-existing,Potential Impact,_Pot Impact Coded,Timebound?,Start,End,_Before July 2013,Action,Plan,Actual Completion,_Actual Completion,Projected Completion,_Proj Completion,On time,On Schedule,Starred,New x Starred,Starred x Specificity,Next Y/N,Next steps
,1,Sierra Leone,5. Establish a Single Treasury Account to improve financial accountability,"￼It is evident that reducing wastages in the management of public resources is partially dependent on fiscal discipline and the leveraging of the extractive industry especially through the promotion of transparent practices in contract negotiation and management. The aim is to leverage on key actions that the Government has already identified as essential to improving fiscal and extractive industries transparency with a view towards better management of public resources such as the establishment of the Single Treasury Account which was highlighted in the 2014 Budget presentation by the Hon. Minister of Finance and Economic Development. Its establishment will streamline Government fiscal procedures and create more transparency and accountability in Government spending. Actions Required/Milestones for Completion:
a) Single Treasury Account established by undertaking a census of all Government Bank accounts and findings made public.
b) Procedures and mechanisms implemented by the Ministry of Finance and Economic Development in collaboration with relevant institutions will run a Single Treasury Account (STA) which will form the basis of a new Memorandum of Understanding with relevant Banks on the modus operandi of Government transactions based on STA Model.",Ministry of Finance and Economic Development and OGI/P,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,Sierra Leone,6. Enact an Extractive Industry Revenue Act (EIRA) to promote transparency and accountability in the granting of tax incentives,"The Extractives Industry Revenue is an Act that is required to regulate the management of revenue especially with reference to the granting of tax incentives to companies operating in Sierra Leone. Implementing the draft Extractives Industry Revenue Bill is crucial in that it would require the government to publish a statement of its tax expenditure, detailing all tax exemptions, the beneficiaries and the revenue foregone in a bid to promote transparency. It will also require producing and publishing a cost benefit analysis on the need to grant tax incentive on an annual basis hence the public will be well informed on the rationale for granting tax incentives which may engender public debate and foster accountability and reduce the discretionary powers of Government officials. Recently, according to the National Revenue Authority over $1 Billion in concessions were given to countries operating in Sierra Leone over a two year period. Actions Required/Milestones for Completion:
a) Public consultations held on the Bill within a reasonable time frame.
b) Bill tabled in Cabinet by Ministry of Finance and Economic Development.
c) Bill tabled in Parliament.
d) Bill passed by Parliament and enacted.","Ministry of Finance and Economic Development, Parliament, and OGI/P",,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,Sierra Leone,7. Scaling up extractive industry transparency initiatives,"￼In the area of transparency in the extractive industries, Sierra Leone has been a member of the Extractive Industries Transparency Initiative since 2008, and although it was suspended in 2012, she just recently became EITI-compliant. It is currently working on passing the EITI bill which has already been developed to improve efforts towards transparency and to ensure Sierra Leone’s compliance. The non-disclosure of mining contracts has been an issue that has been raised by many civil society organizations and the issue is valid as it will hold both government and the extractive industries accountable in their dealings.Actions Required/Milestones for Completion:
a) EITI Bill tabled in Cabinet by the relevant MDA (Ministry of Mines and Mineral Resources or the Office of the Chief of Staff).
b) EITI Bill passed by Parliament.
c) Publish the process and outline the checks and balances carried out for allocation of licenses by the Mines and Mineral Resources Ministry and the Petroleum Directorate.
d) Disclose environmental impact assessments prior to the award of any extractives rights.
e) Perform audits and publish reports of the Diamond Area Community Development Fund and the Community Development Fund.","Ministry of Mines and Mineral Resources (or the Office of the Chief of Staff, National Revenue Authority, Parliament, SL Extractives Industry Transparency Initiative, National Minerals Agency,  Environmental Protection Agency, OGI/P",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,Sierra Leone,8. Improve monitoring of the Local Content Policy (LCP) especially around monitoring the implementation of activities and improving linkages with MDAs in order to improve local participation and accountability in the process.,"￼This policy is necessary to ensure that there is sufficient linkage between the local economy and foreign enterprises. By setting specific performance requirements, the Government aims to ensure that the benefits that Sierra Leone seeks to obtain from FDI including improved technology and managerial skills are integrated into the domestic market and distribution networks. There are key facilitative commitments that are already prescribed by the LCP such as the establishment of an implementing committee; however, it is currently not functional. And for us to proceed effectively; it needs to become more functional. Since key MDAs have a monitoring role to play, it is important that they understand their roles and responsibilities to implement the LCP. Moreover, MDAs should have collaborative meetings and share plans, revenue streams to enhance transparency and accountability.Actions Required/Milestones for Completion:
a) Setting up of an MDA linkage mechanism (revival of the implementing committee) to inform the implementation and monitoring of the local content policy to ensure more efficient sharing of information across key implementing institutions facilitated.
b) An audit of the implementation of the local Content Policy to inform the development of a Local Content Bill to be undertaken.
c) Local Content Bill tabled by Ministry of Trade and Industry in Cabinet.
d) Local Content Bill discussed and ratified by Parliament and passed into law.","Ministry of Trade and Industry, & Ministry of Labor and Social Security and OGI/P",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,Sierra Leone,"9. 70% of all Mining and Agricultural lease agreements and contracts revised and made public with a view to improve transparency, accountability and public participation","￼Currently, not all mining and agribusiness agreements and contracts are accessible documents vis-à-vis Government online repositories. Following the preparation of the 2011 EITI report, a gap analysis was undertaken by Government institutions in collaboration with civil society organizations and one of the key areas of concern was the revision of contracts and making these documents public. While significant progress has been made on the revision of key mining contracts, some work is still required on making lease agreements and contracts public in an effort to promote transparency and encourage civic participation in the debate and execution of mining contracts. This commitment will create more access points for the public to these documents to engender national debate. Similar issues lie around agribusiness contracts and the level of concern is similar to that of mining companies. Actions Required/Milestones for Completion:
a) 70% of mining and agricultural contracts published on the yet to be established open data portal, in addition to the websites of the Ministry of Finance and Economic Development, National Minerals Agency and Ministry of Agriculture, Forestry and Food Security.
b)
c) A yearly symposium held of private sector partners, relevant communities, Government and Civil Society Organizations to discuss the state of contract execution.
d) PublicdiscussionsheldonallnewMininglicensesandAgribusiness contracts before they are signed by Government with relevant documentation prepared for public dissemination by the Ministry of Mines and Mineral Resources and Ministry of Agriculture, Forestry and Food Security.
e) Participating companies make public their Corporate Social Responsibility (CSR) policies and yearly Work Plan (online posting a minimum) to facilitate operation of the Community Development Agreement and ascertained by the Strategy and Policy Unit.
￼Publish processes and outline the checks and balances carried out
￼for allocation of licenses by the Ministry of Mines and Mineral
￼Resources and the Petroleum Directorate.
f) Adherence monitored by the National Minerals Agency in a yearly assessment of the respective work plans of the participating Companies.","Ministry of Information and Communication, Ministry of Finance and Economic Development the National Minerals Agency and OGI/P, Ministry of Mines and Mineral Resources, Petroleum Directorate, Strategy and Policy Unit, Private Sector Adviser, Ministry of Agriculture and Food Security. ",,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,Sierra Leone,10. Implementation of the Right to Access Information Law,"￼The Right to Access Information Act was passed in October, 2013 as part of Government’s response to a clarion call to improve transparency across Government by making information readily available and accessible. Government has worked collaboratively with civil society and donor partners to develop the Right to Access Information Act and implementation has leveraged on support from partners; however, we need to put pressure to ensure full implementation. GoSL is vested in ensuring that the Right to Access Information Act tenets take root in Sierra Leone and engender greater transparency in Government wide transactions. Some training has been undertaken of Information Officers and a Right to Access Information Act implementation readiness assessment is currently underway but the process needs to be supported and nurtured to achieve the desired results. Actions Required/Milestones for Completion:
a) Regulations to implement the Right to Access Information Act developed.
b) 250 public information officers in 13 Districts within the first year of implementation trained.
c) Public sensitization campaigns launched for both Government and non-government users.
d) Public Information Commission established with Commissioner(s) identified.",￼￼￼Ministry of Information and Communication and OGI/P,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,Sierra Leone,11. Establish an open data portal to improve transparency in fiscal and extractive transactions.,"￼The Government of Sierra Leone has made a commitment to participate in the open government partnership in order to increase transparency and accountability, and at the same time to help in the fight against corruption.
Building on our progress to date with other initiatives, Sierra Leone continues its efforts to expand access to government data from government ministries, departments and agencies. Today, we do not have such a website that is fully functional with open government data even though we have a website named Transparency Sierra Leone that has not met its objectives. This past October, Sierra Leone announced its intent and commitment to become a member in the open government partnership whose strategy is grounded on information technology as the primary medium to open up government. Actions Required/Milestones for Completion:
a) Open data readiness assessment completed in collaboration with development partners.
b) Expertsonthedesignofanopendataportalwithdevelopmentpartners and Non-Governmental Organizations engaged.
c) Source funding to establish a data portal for pilot Government documents such as budget, 70% of mining and agricultural contracts and 20% of Laws of Sierra Leone that have been gazetted.","Ministry of Information and Communication, Open Government Initiative, Millennium Challenge Coordinating Unit and OGP/P",,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,South Korea,a. Strengthening Private-Public Collaboration,"Various chanels, both online and of-line, are planed to be used to communicate  with a wide range of stakeholders and tap into the colective inteligence. Ofline  chanels include expert group metings and citzens’ jury; online chanels include social networking services, web discusions on policies, and mobile aplications. In aditon, the Korean government wil present exemplary cases of the private-public colaboration to government agencies at diferent levels, and continue to provide an online discusion platform on the e-People websites of local governments throughout the country in earnest until 2015. Given that he private-public colaboration is not he result of policy-making but part of policy-making proces that engages public participation, the Korean government wil focus on engaging a wider range of stakeholders in discusions and sharing best practices with various government agencies rather than seting out quantiative targets. In pursuing such a policy, the government wil arange a schedule for online debates for major projects, and any citzen or civic group is encouraged to participate in those online policy debates. ",,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,South Korea,b. Providing Customized Services,"In order to provide customized services that adres diferent public neds, the Korean government has divided public services with a high demand into four groups: general services (public safety, etc.), target group-specific services (for mothers/newborn babies, elementary/secondary schol students, colege students/job sekers, and the elderly), services for vulnerable groups (people with disabilties, rural residents, and other underprivileged people), and busines-specific services (for smal busineses, SMEs, and other general busineses). In 2014, the Korean government wil select 50 flagship service projects for the central and local governments based on private-sector expert groups’ opinions and promote them in earnest. In doing so, in order to ensure transparency and acountabilty through public participation, an advisory commite, a national survey, and the private-public task force for public service design wil help make sure that hose selected service projects are in line with the public’s demand. In 2015, those flagship projects wil be adjusted and further developed to adres the public neds. Also, by holding multiple consultations and workshops intended for civil communites and citzens, the Korean government wil reach out o people in ned, and wil come up with new public services that they need.",,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,South Korea,c. Enhancing Information Disclosure,"Since late March in 2014, any government documents signed by director generals or higher have ben disclosed no mater whether they are requested to be disclosed or not. Those documents are uploaded on information disclosure portal (open.go.kr). However, in acordance with the Public Information Act, documents that contain private information (8 items) must not be disclosed. At he end of May, about 80,00 original documents were disclosed, and the range of documents to be disclosed wil be expanded from 2015. To be specific, even those documents signed by directors wil be disclosed, which wil result in 10 milion documents to be disclosed anualy. In order to make sure the shared information met the demands of civil society, the Ministry of Security and Public Administration (MOSPA) wil form a citzen watch group that overses the proces of information disclosure by the end of June 2014, and the watch group is composed of civil society members, experts, and other ordinary 
citzens. The watch group members were selected through an online contest among those who were interested in disclosure of information, and those who had most actively requested for disclosure of information became the members of the group. This group wil be responsible for reviewing how disclosure of information is conducted in the central government agencies as wel as local governments and monitoring the performance of each agency by requesting disclosure of information 
themselves. Another goal to be met in 2014 is to improve the quality of disclosed information. To 
do so, the Korean government wil anounce in advance the list of to-be-disclosed information categorized under ten specific areas of high interest (health, welfare, food safety, child-rearing, finance, education, consumer protection, leisure, job, and housing). ",,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,South Korea,d. Strengthening Public Service Ethics,"In order to discourage retired public oficials from seking lucrative positons outside the public sector, post-public employment wil be more strictly inspected in 2014 with a target restriction rate of 9.7 percent. A detailed plan to strengthen the inspection is scheduled to be made available within the month of April 2014. The Korean government wil hold regular advisory group metings at least twice a year withretired oficials, public administration profesors, and experts to gain fedback constantly on the inspection proces in place. The target restriction rate wil be adjusted upward every year from 2015. Also, retired public oficials wil be provided with guidelines about post-public employment restrictions on the website for aset disclosure as son as they sign in to declare their retirement status. In aditon, from the second half of 2014, the result of inspections on post-public employment wil beposted on the websites of government oficial ethics commites for the purpose of making the ethics commites more transparent and acountable and enhancing their reliabilty to citzens.
",,,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,South Korea,e. Encouraging the Private Sector to Utilze Public Data,"At the second Open Data Strategy Council held in April 2014 and composed of enterprises, civilian experts, etc., the “Execution Plan for the Provision and Promotion of Public Data” was passed. According to the plan, 504 types of key public data (identified through agency assessment and public feedback, notably via consultative/advisory bodies and user communities which most central and local government organizations have, with examples such as Open Data Partnership of the Gyeonggi Provincial Government and open data user community of the Ministry of Education), which are expected to have high demands and relatively a bigger impact on the society, will be selected and disclosed first. Not only that, a private-public consultative body whose members include the companies that use public data for their business will be operated in order to get feedback from the private sector and reflect their views on data sharing policies.
In this regard, the “Grand Open Forum for Public Data” was held in May 2014 along with about 400 experts from the private and public sectors. At the Forum, a private-public data-sharing task force team for each of the 16 strategic areas will be officially launched. The 16 task force teams are expected to act as communication channels between the government and civil society. The task force teams are headed by chief open data officers of government agencies involved who are responsible for releasing open data and nurturing companies that use open data in collaboration with the “Open Data Ecosystem Group.” The task force teams are coordinated by the MOSPA, the lead ministry on open data, and they are expected to hold meetings periodically (e.g. bi-monthly) and conferences (at least once a year) in an effort to analyze demanded data from the private sector and to consider the private sector’s opinions.
In addition, the Korean government will continue to work on evolving the best practices of the use of public data among private enterprises such as Naver (Naver Map), Daum (Daum Maps), SK Planet (security cameras, public transportation information, etc.), and Solideo Systems (building information) in a hope that more and more companies will utilize public data for their businesses.",,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,USA, Improve Public Participation in Government,"In the first NAP, the Administration expanded opportunities for public participation in government, 
recognizing the value of the American public as a strategic partner in solving some of the country’s 
most difficult challenges. The United States is committed to continuing to expand public participation in 
government and will: 
- Expand and Simplify the Use of We the People. In 2014, the White House will introduce 
improvements to We the People that will make petitioning the Government easier and more 
effective. These improvements will enhance public participation by creating a more streamlined 
process for signing petitions and a new Application Programming Interface (API) that will allow 
third parties to collect and submit signatures to We the People petitions from their own 
websites. These improvements will also enhance transparency by enabling the public to perform 
data analysis on the signatures and petitions. The White House will publish a software 
development kit to help people build tools using the We the People API and will engage with the 
public on improvements to the API and expansion of its use.
- Publish Best Practices and Metrics for Public Participation. In the first National Action Plan, 
the Administration committed to identify best practices for public participation in government 
and to suggest metrics that would allow agencies to assess progress toward this goal. Over the 
past two years, the Administration consulted with the public, civil society stakeholders, and 
academics on how best to implement this initiative from the first National Action Plan. In 2014, 
the United States will continue these efforts and publish best practices and metrics for public
participation.",,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,USA, Modernize Management of Government Records,"The backbone of a transparent and accountable government is strong records management that 
documents the decisions and actions of the Federal Government. When records are well managed, 
agencies can use them to assess the impact of programs, reduce redundant efforts, save money, and �
share knowledge within and across their organizations. Greater reliance on electronic communications 
has radically increased the volume and diversity of information that agencies must manage. With 
proper planning, technology can make these records less burdensome to manage and easier to use and 
share. To meet current challenges, the National Archives and Records Administration (NARA) will work 
with Federal agencies to implement new guidance that addresses the automated electronic 
management of email records, as well as the Presidential Directive to manage both permanent and 
temporary email records in an accessible electronic format by the end of 2016. NARA will also 
collaborate with industry to establish voluntary data and metadata standards to make it easier for 
individuals to search publicly-available government records.",,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,USA,"Modernize the Freedom of Information Act
","3. Modernize the Freedom of Information Act
The Obama Administration has already made important progress to improve the Freedom of 
Information Act (FOIA) process by simplifying the process of filing requests at many agencies, by 
proactively disclosing information in the public interest in advance of requests, by speeding up 
processing times, by greatly reducing FOIA backlogs, and by publishing more data on FOIA compliance. 
There is still much more that the Administration can do and the United States is committed to further 
modernizing FOIA processes through the following initiatives: 
Improve the Customer Experience through a Consolidated Online FOIA Service. More than 
100 Federal agencies are subject to FOIA. For the average requester, this can mean significant 
energy spent searching for the right agency and navigating the unique process for submitting a 
request to that agency. The Administration will launch a consolidated request portal that allows 
the public to submit a request to any Federal agency from a single website and includes 
additional tools to improve the customer experience. The U.S. Government will establish a FOIA
task force that will review current practices, seek public input, and determine the best way to 
implement this consolidated FOIA service.
- Develop Common FOIA Regulations and Practices for Federal Agencies. Certain steps in the 
FOIA process are generally shared across Federal agencies. Standardizing these common 
aspects through a core FOIA regulation and common set of practices would make it easier for 
requesters to understand and navigate the FOIA process and easier for the Government to keep 
regulations up to date. The Administration will initiate an interagency process to determine the 
feasibility and the potential content of a core FOIA regulation that is both applicable to all 
agencies and retains flexibility for agency-specific requirements.
-Improve Internal Agency FOIA Processes. Over the past few years, several agencies have 
analyzed existing FOIA practices and used this information to make dramatic improvements in 
their backlogs and processing times, as well as to increase the proactive release of information 
in the public interest. The U.S. Government will scale these targeted efforts to improve the 
efficiency of agencies with the biggest backlogs, and to share lessons learned to further improve 
internal agency FOIA processes.
-Establish a FOIA Modernization Advisory Committee. Improvements to FOIA administration must take into account the views and interests of both requesters and the Government. The United States will establish a formal FOIA Advisory Committee, comprised of government and non-governmental members of the FOIA community, to foster dialog between the Administration and the requester community, solicit public comments, and develop consensus recommendations for improving FOIA administration and proactive disclosures.
Improve FOIA Training Across Government to Increase Efficiency. In order to efficiently and effectively respond to FOIA requests, every Federal employee — not just those in an agency’s FOIA office — should fully understand the FOIA process. The Administration will make standard e-learning training resources available for FOIA professionals and other Federal employees and encourage their use.
",,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,USA,Transform the Security Classification System,"4. Transform the Security Classification System
While national security requires that certain information be protected as classified, democratic principles simultaneously require government to be transparent — wherever possible — about its activities. Overclassification may have high costs and operational impacts on agencies. Classification must therefore be kept to the minimum required to meet national security needs, and information should be made available to the public through proper declassification once the need for protecting the information has passed. In continuation of our efforts to transform the classification system and declassify as much material as possible, while simultaneously protecting national security, the Administration will:
-Create a Security Classification Reform Committee. The Public Interest Declassification Board, an advisory committee made up of experts outside government as well as former government classification experts, has made several recommendations for reducing overclassification and simplifying the classification system in its report, Transforming the Security Classification System. The interagency Classification Review Committee, which will report to the Assistant to the President for Homeland Security and Counterterrorism, will review these recommendations, coordinate efforts to implement those that are accepted, and meet periodically with external stakeholders to obtain their input as appropriate.
-Systematically Review and Declassify Historical Data on Nuclear Activities. The Classification Review Committee will work with the Department of Defense, Department of Energy, Office of the Director of National Intelligence, and Department of State to determine, consistent with applicable statutes, how to implement a systematic review process for the declassification of no-longer sensitive historical information on nuclear programs (Formerly Restricted Data or FRD), focusing on specific events and topics of historical nuclear policy interest and ways for the public to help identify priorities for declassification review.
- Pilot Technological Tools to Analyze Classified Presidential Records. The Central Intelligence Agency and NARA will pilot the use of new tools to provide classification reviewers with search capability for unstructured data and automate initial document analysis, beginning with Presidential Records from the Reagan Administration’s classified e-mail system.
-Implement Monitoring and Tracking of Declassification Reviews. The National Declassification Center at NARA will implement a referral and tracking system that will automatically notify appropriate agency representatives when classified records are ready for declassification review and enable monitoring to ensure that agencies meet review deadlines. This system will include records of Presidential Libraries.",,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,USA,Implement the Controlled Unclassified Information Program,"The Government currently uses ad hoc, agency-specific policies, procedures, and markings to safeguard and protect certain controlled unclassified information (CUI), such as information that involves privacy, security, proprietary business interests, and law enforcement investigations. This patchwork of policies has resulted in inconsistent marking and safeguarding of documents, unclear or unnecessarily restrictive dissemination policies, and impediments to authorized information sharing. The President therefore directed NARA to establish a program to standardize processes and procedures for managing CUI. Over the next year, NARA will issue implementation guidance, with phased implementation schedules, and an enhanced CUI Registry that designates what information falls under the program.",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,USA,Increase Transparency of Foreign Intelligence Surveillance Activities,"In June 2013, the President directed the U.S. Intelligence Community to declassify and make public as much information as possible about certain sensitive intelligence collection programs undertaken under the authority of the Foreign Intelligence Surveillance Act (FISA), while being mindful of the need to protect national security. Nearly two thousand pages of documents have since been released, including materials that were provided to Congress in conjunction with its oversight and reauthorization of these authorities. As information is declassified, the U.S. Intelligence Community is posting online materials and other information relevant to FISA, the FISA Court, and oversight and compliance efforts. The Administration has further committed to:
-Share Data on the Use of National Security Legal Authorities. The Administration will release annual public reports on the U.S. Government’s use of certain national security authorities. These reports will include the total number of orders issued during the prior twelve-month period and the number of targets affected by them.
-Review and Declassify Information Regarding Foreign Intelligence Surveillance Programs. The Director of National Intelligence will continue to review and, where appropriate, declassify information related to foreign intelligence surveillance programs. 
-Consult with Stakeholders. The Administration will continue to engage with a broad group of stakeholders and seek input from the Privacy and Civil Liberties Oversight Board to ensure the Government appropriately protects privacy and civil liberties while simultaneously safeguarding national security.",,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,USA,Make Privacy Compliance Information More Accessible,"As data increasingly help drive efficiency and effectiveness of public services, public trust in the Government’s good stewardship of data is essential. The Federal Government has a dedicated workforce that has long worked to ensure the proper management and security of personal information held by Federal agencies. Agencies are required to routinely review, assess, and publicly report on their collection and use of personal information. To improve transparency and accountability of Federal data collection, the Administration will:
-Improve the Accessibility of Privacy Policies and Compliance Reports. To make it easier for citizens to find and understand what information the Government collects and maintains, Federal agencies will make it easier for the public to access, download, and search online for publicly-available privacy policies and privacy compliance reports.
-Update and Improve Reporting on Federal Agency Data Policies and Practices. Agencies will collaborate to review the content of publicly-available privacy compliance reports and to consider best practices to ensure that the reports provide meaningful information about the Federal Government’s management of personal information.",,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,USA,Support and Improve Agency Implementation of Open Government Plans,"The Office of Management and Budget and the Office of Science and Technology Policy will work with an existing interagency open government group, made up of individuals from across the Executive Branch, to develop guidelines for Federal agencies as they work to update their Open Government Plans in the coming months. These guidelines will require, at a minimum, new measures on proactive disclosures. The interagency group will solicit input from civil society organizations for these guidelines and will work to ensure robust implementation of the agency plans in accordance with the Open Government Directive.",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,USA,Strengthen and Expand Whistleblower Protections for Government Personnel,"Employees with the courage to report wrongdoing through appropriate, legally authorized channels are a government’s best defense against waste, fraud, and abuse. Federal law prohibits retaliation against most government employees and contractors who act as whistleblowers, and those protections were strengthened by recent legislation and Executive action. However, some who work for the Government still have diminished statutory protections. The Government must also ensure that Federal employees know their rights. Therefore, the Administration will:
- Mandate Participation in the Office of Special Counsel Whistleblower Certification Program. To ensure that Federal employees understand their whistleblower rights and how to make protected disclosures, the Administration will require covered agencies to complete the U.S. Office of Special Counsel’s program to certify compliance with the Whistleblower Protection Act’s notification requirements.
-Implement the Presidential Directive on Protecting Whistleblowers. The U.S. Government will continue to work to implement the President’s October 2012 Policy Directive on Protecting Whistleblowers with Access to Classified Information (PPD-19), including by ensuring strong, independent due process procedures; awareness of protections; and agency understanding of the protections available to government contractors under the directive.
- Advocate for Legislation to Expand Whistleblower Protections. With the Administration’s support, Congress recently enacted legislation to strengthen whistleblower protections for most Federal Government employees and contractors, but there are still gaps in statutory protections available to certain government employees and contractors. The Administration will continue to work with Congress to enact appropriate legislation to protect these individuals.
- Explore Executive Authority to Expand Whistleblower Protections if Congress Does Not Act. While statutory protections are preferable, the Administration will explore additional options for utilizing Executive authority to further strengthen and expand whistleblower protections if Congress fails to act further.",,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
