pid,title,link,responsible,activity,sector,cost M€,cost MDT,governorate,context,detail,impact,financialarrangment,image_urls,images
3089,Hammamet Golf &amp; Resort Development,http://tunisia2020.com/projet/hammamet-golf-resort-development/, Société Hammamet Golf &amp; Resort Development»,Tourisme,Privé,25,63,Nabeul," 
                                 Toute  proche  de  l’Europe,  bénéficiant toute  l’année  de  températures clémentes  et  d’un  ensoleillement exceptionnel, la Tunisie a de quoi séduire les golfeurs. Neuf  grands  golfs  les  accueillent dans des environnements contrastés  illustrant toutes  les  facettes d’un pays  riche et multiple.  
Dans le cadre de renforcement du sport de golf et d’enrichissement des projets touristiques dans le pays, la société Hammamet Golf &amp; Resort Development propose de créer un ensemble golfique dans la zone de Hammamet."," 
                                 Il s’agit d’un ensemble golfique avec le programme suivant : 
Un parcours de golf composé de 27 trous 
Un driving range d’une capacité de 120 places 
Un clubhouse luxueux doté d’un restaurant gastronomique, d’un bar – lounge et d’un spa 
Un programme résidentiel composé de villas individuelles entourées de jardins paysagés","  
                                 Dynamisation et diversification de l’économie régionale. 
Développement du tourisme sportif 
Renforcement du rayonnement touristique de la ville de Hammamet  
Appui à l’offre touristique haut de gamme au sein de la région de Hammamet contribuant ainsi à l’évolution stratégique du secteur.","  
                                 Investissement à réaliser par des opérateurs  privés.",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/golf.png,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/golf.png', 'path': 'full/15881eed52ff2afc0f680938e70d7be34018addd.jpg', 'checksum': 'da4ce3f706bf3740614ba2202271f125'}]"
3087,Création d’une station de dessalement de l’eau de mer par osmose inverse,http://tunisia2020.com/projet/creation-dune-station-de-dessalement-de-leau-de-mer-osmose-inverse/,  Groupe Chimique Tunisien,Eau,Public-privé,40,100,Gabès," 
                                 La réalisation de ce projet, structurant pour l’activité du Groupe Chimique Tunisien, vise à préserver les ressources en eaux souterraines à orienter vers l’agriculture nationale. 
Dans un objectif d’autosuffisance en eau industrielle à travers les sources non conventionnelles, le développement de la capacité de production de la station de 50000 m^3/jour pourra être étendue pour atteindre jusqu’à 300000 m^3/jour en vue de satisfaire les besoins en eaux industrielles du Groupe Chimique Tunisien dans la perspective de développement du projet d’exploitation de gisement Nefta-Tozeur."," 
                                 Composantes du projet: 
Station d’accueil de l’eau de mer 
Station de traitement de l’eau de mer 
2 unités de dessalement par osmose inverse d’une capacité de 25 000 ��^3/jour chacune 
Station de drainage de l’eau saumâtre 
Station de stockage et distribution d’eau aux usines du Groupe Chimique Tunisien","  
                                 Réduction de l’exploitation de la nappe et développement des activités agricoles 
Garantie des besoins du Groupe Chimique Tunisien en eau industrielle non conventionnelle","  
                                 Investissement à réaliser par le Groupe Chimique Tunisien dans le cadre de partenariat public privé.",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/osmose.png,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/osmose.png', 'path': 'full/87b6829e9bd8798be56d0534f367bca023781afa.jpg', 'checksum': 'c50a8269bddf3395fb8420512de94fc3'}]"
3088,Zone franche commerciale et logistique de Ben Guerdane,http://tunisia2020.com/projet/zone-franche-commerciale-logistique-de-ben-guerdane/,  Office du Commerce de la Tunisie,Logistique,Public-privé,48,120,Médenine," 
                                 Consciente de l’importance du secteur logistique dans le développement économique non seulement à travers les activités qui lui sont propres mais également à travers les multiples externalités qu’il exerce sur les autres secteurs économiques, la Tunisie a adopté une stratégie de développement de la logistique. L’un des axes clefs de cette stratégie consiste à renforcer l’infrastructure logistique dans le pays en vue d’optimiser la chaîne logistique et de renforcer la valeur ajoutée dans ce secteur. 
C’est dans ce cadre que s’inscrit la réalisation de la nouvelle zone  franche, commerciale et logistique de Ben Guerdane."," 
                                 Le projet s’étend sur 150 ha  comprenant trois grandes zones: 
Zone logistique pour les importations et le transit : zone dédiée aux activités d’importation ainsi qu’aux flux de transit, en provenance de la Libye, de marchandises destinées au marché tunisien ou à d’autres marchés de pays tiers. 
Zone de commerce et de services : zone dédiée à la vente en gros et en détail, aux activités de tourisme, aux services médicaux et aux services publics. 
zone commerciale et logistique pour l’exportation : zone dédiée essentiellement à l’exportation vers la Libye et vers d’autres pays de l’Afrique. 
 
 
Etudes préliminaires achevées","  
                                 Le développement de l’activité économique dans la région 
La promotion des échanges commerciaux avec la Libye 
Le développement de l’activité logistique. 
La création d’un tissu d’entreprises exportatrices et de services 
L'organisation et la restructuration du secteur commercial actuel de Ben Guerdane en vue d’intégrer des acteurs du secteur commercial de Ben Guerdane dans le système économique national ainsi qu’à la promotion de l’emploi.","  
                                 Le projet sera réalisé dans le cadre d’un partenariat public privé.",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/zone-franche.png,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/zone-franche.png', 'path': 'full/65c73bf0ef49df5614a87e156ba8bad631548f92.jpg', 'checksum': '0700385b42fe58c2c2f38efe7b1fe6b7'}]"
3086,Programme de relance de l’investissement et de modernisation des exploitations agricoles (PRIMEA),http://tunisia2020.com/projet/programme-de-relance-de-linvestissement-de-modernisation-exploitations-agricoles-primea/,"  Ministère de l’Agriculture, des ressources hydrauliques et de la pêche",Agriculture,Public,72,180," Ariana, Béja, Ben Arous, Bizerte, Gabès, Gafsa, Jendouba, Kairouan, Kasserine, Kébili, Le Kef, Mahdia, Manouba, Médenine, Monastir, Nabeul, Sfax, Sidi Bouzid, Siliana, Sousse, Tataouine, Tozeur, Tunis, Zaghouan"," 
                                 Les exploitations agricoles tunisiennes souffrent d’un manque important d’investissement (seules 7% d’entre elles sont financées par le secteur financier) ce qui place la majorité d’entre elles dans une situation de stagnation de la productivité. Dans ces conditions et, faute de modernisation de ces exploitations, la sécurité alimentaire et la stabilité des territoires ruraux de Tunisie seront compromises. Par ailleurs, la création d’emplois dans ces territoires passera par le maintien d’exploitations agricoles viables, rentables et compétitives. Il est urgent de promouvoir l’investissement dans le secteur, en accompagnant les exploitations vers la modernisation par une démarche de conseil et de mise à niveau."," 
                                 Le projet vise à accompagner la stratégie de relance de l’investissement en Tunisie, dans sa déclinaison dans le secteur agricole: 
La mise en œuvre des dispositions du nouveau code des investissements et le financement des incitations aux exploitations agricoles; 
La mise en place d’un dispositif de conseil technicoéconomique performant et professionnel au service de la mise à niveau des exploitations agricoles; 
Le financement des projets de mise à niveau des exploitations agricoles; 
La réforme des institutions et du processus d’incitation à l’investissement; l’implication des institutions financières et de la société civile.","  
                                 Amélioration du revenu des agriculteurs tunisiens et modernisation des exploitations (20000 en 5 ans) 
Contribution au PIB agricole (+11%) 
Renforcement de la production agricole 
Création d’emplois dans les zones rurales 
Amélioration de la sécurité alimentaire nationale","  
                                 Investissement à réaliser sur financement extérieur.",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/Primea.png,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/Primea.png', 'path': 'full/f04077c91bfd5390b8b625a7192b88d25e50b926.jpg', 'checksum': '361dfe929cbe2386105943f240c0ffae'}]"
3083,Shams Health’s Village: Centre de cure-écotourisme et tourisme de soins,http://tunisia2020.com/projet/projet-dun-centre-de-cure-ecotourisme-tourisme-de-soins/," 
 Pr Cyrile GACOND &amp; M. Samir BENARAB",Immobilier,Privé,28,70,Sousse," 
                                 La Tunisie a préservé sa place de deuxième destination mondiale de thalassothérapie.  
Elle accueille 150 000 curistes par an.  À l’heure actuelle, la thalassothérapie est la méthode la plus efficace, la plus naturelle et la plus complète pour retrouver bien-être et paix intérieure. Un parcours curatif de la plus haute efficacité dans le traitement detox, la remise en forme et le maintien du bien-être physique et mental. Un plan d’action a été prévu par l’état tunisien pour mieux structurer ce secteur et atteindre 375 000 curistes par an à l’horizon 2020."," 
                                 Le projet consiste en la création d’un centre de cure disposant de toutes les commodités offrant un service de haut de gamme. 220 chambres en bois de haut standing ainsi que des bungalows sur pilotis, une restauration raffinée et à la carte, un Spa de prestige. 
L’offre est adressée à des patients souffrants de syndromes métaboliques (excès pondéral, hypertension, excès de cholestérol, diabète, fatigue, dépression, mal-être général, etc.), principalement les européens qui souhaitent s’impliquer dans un processus de changement, se mettre en mouvement, faire appel à leurs ressources et prendre place dans leur corps au moyen de programme combinant des techniques de détoxication, de relaxation, d'optimisation alimentaire et d’activité́ physique. 
Divers soins esthétiques à la carte optimiseront le séjour des curistes. 
 
 
 
Etude préliminaire achevée","  
                                 Création d’une première installation de Villas/Bungalows exotiques, haut de gamme, modernes et respectueux de l’environnement. 
Création de 600 emplois dont 400 postes permanents et 200 postes saisonniers. 
Consolider la position de la Tunisie en Thalasso Thérapie et soins esthétiques et anti-âges mais aussi en Psychothérapie. 
Se démarquer du tourisme de masse et cibler une clientèle haut de gamme, non saisonnière et renforcer la mutation du tourisme national.","  
                                 30% de fonds propres seront apportés par les principaux investisseurs et le reste sera réalisé par des banques et des fonds d’investissements étrangers.",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/83-Shams-1.jpg,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/83-Shams-1.jpg', 'path': 'full/5906debe53f10d088ebae626dd9cdee17fd88340.jpg', 'checksum': '90bd317bf06441a6f8d9492c0e1846f7'}]"
3082,Projet agricole intégré dans la ferme agricole Takelsa - Oued Abid Gouvernorat de Nabeul,http://tunisia2020.com/projet/projet-agricole-integre-ferme-agricole-takelsa-oued-abid-gouvernorat-de-nabeul/,"
 Office des Terres Domaniales (OTD)",Agriculture,Public-privé,8,20,Nabeul," 
                                 Dans le cadre de la nouvelle stratégie de gestion et de développement des terres domaniales, la Tunisie s’oriente vers une plus grande implication du secteur privé dans l’exploitation de ces terres. 
La mise en place de projets de partenariat avec des investisseurs privés sur certaines terres domaniales permet la bonne exploitation de ces terres."," 
                                 Ce projet agricole intégré comprend le développement de la performance du complexe agricole Oued Abid qui couvre une superficie de 3891 ha à travers essentiellement : 
- La plantation d’agrumes (300 ha) 
- L’entretien des oliviers existants et la plantation de nouvelles superficies (600 ha) 
- La réhabilitation de l’huilerie, de l’unité de production de vin et de fromage 
- Le développement d’exploitation et de valorisation des forêts 
- Extension de la surface irriguée selon les ressources en eau provenant du barrage de Takelsa et du lac d’Oued Abid","  
                                 Attraction de l'investissement étranger 
Introduction des technologies et de techniques modernes 
Utilisation optimale des potentiels disponibles  dans les terres agricoles 
Création des emplois dans la région 
Renforcement de l'exportation des produits agricoles","  
                                 Création d’une société mixte entre l’OTD et l’investisseur concerné, la part de contribution de l’OTD ne doit pas être inferieur à 34 %. 
Un contrat de location de la terre domaniale sera conclu entre l’Etat et la société.",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/72-Ferme-ElKrib.jpg,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/72-Ferme-ElKrib.jpg', 'path': 'full/6aa7e9ea204d3dd36a241832d470c43b9bc5d7a4.jpg', 'checksum': '10c7d3be28862790b67df98c0202ece9'}]"
622,Programme de soutien à la modernisation de l’administration et des entreprises publiques (MAPU),http://tunisia2020.com/projet/programme-de-soutien-a-la-modernisation-de-ladministration-et-des-entreprises-publiques-mapu/, Ministère de la Fonction Publique et de la Gouvernance,Administration,Public,72,180," Ariana, Béja, Ben Arous, Bizerte, Gabès, Gafsa, Jendouba, Kairouan, Kasserine, Kébili, Le Kef, Mahdia, Manouba, Médenine, Monastir, Nabeul, Sfax, Sidi Bouzid, Siliana, Sousse, Tataouine, Tozeur, Tunis, Zaghouan"," 
                                 Dans le cadre d’une adaptation des services publics à la nouvelle constitution en matière de décentralisation et de déconcentration, l’Etat tunisien entend mettre en œuvre un programme de modernisation de l’administration publique, en ligne avec les orientations du plan de développement quinquennal 2016-2020, qui s’articule autour de trois concepts fondamentaux: 
- Amélioration de la gouvernance des services publics et des entreprises publiques. 
- Modernisation et professionnalisation de la gestion prévisionnelle des ressources humaines de la fonction publique. 
- Maitrise de la gestion prévisionnelle de la masse salariale, des emplois et des dépenses de rémunération. 
Ce programme est un vecteur essentiel de réforme du secteur public, avec pour objectif une administration plus efficace et plus proche des usagers, ainsi qu’une meilleure gestion des effectifs à travers une modernisation couplée à un redéploiement des ressources de la fonction publique."," 
                                 Ce programme porte sur: 
- La restructuration des organes de contrôle 
- La création d’une agence de gestion des participations de l’Etat  
- La mise en place de contrats de performance avec les entreprises publiques 
- La mise en place d’une base règlementaire des dépenses de rémunération à court, moyen et long terme","  
                                 Meilleure accessibilité des services publics aux populations 
Meilleure organisation et déconcentration des services publics 
Gestion valorisante des ressources humaines de l’administration 
Meilleure maîtrise des coûts et des équilibres financiers","  
                                 Le projet sera financé par l’Union Européenne.",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/08/Image38.jpg,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/08/Image38.jpg', 'path': 'full/a12beeba1d59c302b036c0cc9d62587feac623e8.jpg', 'checksum': '8664e67decb7f080698cdee76d3c5505'}]"
659,Projet de Développement Agricole Intégré (PDAI),http://tunisia2020.com/projet/projet-de-developpement-agricole-integre-pdai/,"Ministère de l’Agriculture, des ressources hydrauliques et de la pêche",Agriculture,Public,292,730," Bizerte, Gafsa, Kairouan, Kasserine, Le Kef, Mahdia, Sidi Bouzid, Siliana, Zaghouan"," 
                                 En dépit d’importants investissements réalisés par la Tunisie dans le secteur agricole, une partie de la population rurale continue encore de vivre avec des revenus modestes notamment dans les régions les plus défavorisées du pays.  
Le Projet de Développement Agricole Intégré vise à réduire la pauvreté et le taux de chômage en milieu rural à travers la promotion d’un développement agricole durable. 
Trois leviers sont considérés à cet effet: le développement des infrastructures rurales, le développement agricole participatif et le renforcement institutionnel de l’administration et des organisations de bénéficiaires"," 
                                 Le projet concernera le bassin versant d’Oued Tessa, le sud de Siliana, l’ouest de Mahdia, le sud-est de Zaghouan, les zones montagneuses de Kairouan, l’ouest de Bizerte et le sud de Kasserine. 
Le projet comporte les composantes suivantes: 
- Aménagement des pistes rurales et points d’eau (forages et lacs) 
- Réhabilitation des périmètres irrigués 
- Développement et commercialisation des filières agricoles et forestières locales 
- Travaux de conservation des eaux et du sol pour réduire l’érosion et lutter contre la désertification 
 
 
Seules les études afférentes à Bizerte et à Kasserine sont prêtes","  
                                 Réduction de la pauvreté en milieu rural 
Contribution à la fixation des populations rurales 
Développement des filières agricoles locales 
Renforcement de la production agricole","  
                                 Le projet sera réalisé par l'Etat sur financement extérieur.",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/08/Image40.png,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/08/Image40.png', 'path': 'full/ce319308a729ab5d0bdaf8596d8be93caab9ffd6.jpg', 'checksum': 'f74d2c5ddff3882ba87217355d93e101'}]"
4321,Ville industrielle intégrée de Kairouan,http://tunisia2020.com/projet/ville-industrielle-integree-de-kairouan-3/," 
Société Gargouch de promotion immobilière et industrielle",Industrie,Privé,120,300,Kairouan," 
                                 La société Gargouch de promotion immobilière et industrielle, société anonyme de droit tunisien, a lancé un projet de réalisation d’une ville industrielle intégrée conformément aux normes internationales. 
Cette ville sera caractérisée par la coexistence de composantes industrielles, résidentielles et ludiques qui répondent aux exigences  des normes environnementales internationales."," 
                                 Le projet consiste à développer une ville industrielle intégrée s’étalant sur une surface de 200 hectares dans la région de Kairouan. La ville sera spécialisée en valorisation des produits agricoles et énergétiques et en filières industrielles environnementales non polluantes. La ville comportera les composantes suivantes: 
- zone d’activités industrielles 
- zone d’activités artisanales et de petits métiers urbains 
- zone polyfonctionnelle 
- zone d’habitat collectif 
- zone d’habitat semi collectif 
- zone d’habitat individuel isolé 
- équipements publics 
 
Etude préliminaire achevée","  
                                 La mise en place d’un pôle industriel attractif qui  aura un rayonnement régional et national. 
Renforcement de la valorisation des produits agricoles locaux 
Appui à la fixation des populations rurales et au développement des  activités agricoles. 
Amélioration du cadre d’activités industrielles et renforcement de la productivité à travers le développement de centre de vie et d’équipements publics divers au sein de la ville industrielle","  
                                 Les revenus escomptés s’élèvent à environ 3 milliards de dinars générant une marge brute d’environ 1,2 milliards de dinars.",,
4320,e-Retail,http://tunisia2020.com/projet/e-retail/,"
Ministère des Technologies de Communication et de l’Economie Numérique",TIC,Public-privé,2,5," Ariana, Béja, Ben Arous, Bizerte, Gabès, Gafsa, Jendouba, Kairouan, Kasserine, Kébili, Le Kef, Mahdia, Manouba, Médenine, Monastir, Nabeul, Sfax, Sidi Bouzid, Siliana, Sousse, Sousse, Tataouine, Tozeur, Tunis, Zaghouan"," 
                                 L'eRetail vise à mieux maîtriser les circuits de distribution à travers une plateforme numérique regroupant 25000 fournisseurs et 10000 distributeurs. Il s'agit d'une solution qui vise à endiguer le commerce parallèle, moderniser les circuits de distribution et améliorer les capacités de suivi du marché. 
 
La dématérialisation des documents liés au commerce intérieur et la mise en place d'une plateforme d’eLogistics en se basant sur l’infrastructure de La Poste permettront d'assurer la traçabilité des produits distribués en Tunisie (notamment les produits subventionnés) et faciliter l’interactivité entre producteurs et distributeurs."," 
                                 Le project consiste à concevoir et déployer une plateforme ""e-retail"" de commerce électronique selon la méthodologie suivante : 
 
étude de cadrage 
codification des produits (500 000 produits) 
standardisation des bons de commande et factures 
traitement des transactions en lignes 
 
En priorité, seront intégrés les produits de l'OCT puis généralisation à toute la grande distribution.","  
                                 Valeur ajoutée de plusieurs millions de DT pour le pays 
Plusieurs millions de DT générés pour l'export 
Création de plus d'1 millier d'emploi 
Meilleure maîtrise des circuits de distribution 
Traçabilité des produits afin d'endiguer le commerce parallèle 
Dématérialisation du processus de commerce intérieur","  
                                 Financement Public sur 5 ans : 4,35 MDT 
Financement Privé sur 4 ans : 1 MDT",,
4103,Complexe touristique commercial et résidentiel Samara à Sousse,http://tunisia2020.com/projet/complexe-touristique-commercial-residentiel-samara-a-sousse-3/,Société Samara,Immobilier,Privé,102,255,Sousse," 
                                 Sousse est l’un des pôles touristiques majeurs en Tunisie. Elle a accueilli en 2010 plus de 7,4 millions de nuitées touristiques représentant 21% du nombre total des nuitées enregistrées dans le pays en 2010. 
La ville a connu également un dynamisme commercial remarquable au cours des dernières années avec l’ouverture de nombre de grands centres commerciaux. Ce dynamisme est appelé à se poursuivre au cours des prochaines années avec l’inauguration notamment du premier hypermarché de la région du Sahel. 
La ville, classée deuxième à l’échelle nationale selon l’indicateur de bien-être établi par le ministère en charge du développement en Tunisie, dispose de l’un des marchés immobiliers résidentiels les plus dynamiques à l’échelle nationale."," 
                                 Le projet consiste à développer sur un terrain de 38 000 m2 situé sur l’une des artères les plus fréquentées et les plus prestigieuses de la ville de Sousse un projet immobilier comprenant: 
un hôtel 5 étoiles de 640 lits comprenant des chambres standard, des chambres de luxe, des suites junior, des suites ambassadeur avec piscine privative ainsi qu’une suite présidentielle. 
Un centre commercial de 114 boutiques 
Trois blocs résidentiels avec 197 appartements haut standing de différents types. 
Pour l’exploitation de l’hôtel, un contrat de partenariat a été conclu avec une société de gestion détenant des hôtels très haut de gamme à travers le monde. 
 
 
Etude préliminaire achevée","  
                                 Renforcement du rayonnement touristique de la ville de Sousse 
Appui à l’offre touristique haut de gamme au sein de la région de Sousse contribuant ainsi à l’évolution stratégique du secteur. 
Dynamisation du secteur commercial. 
Renforcement de l’attractivité de la ville.","  
                                 Les revenus annuels provenant de l’hôtel sont estimés à 23 millions de dinars à sa mise en service en 2021",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/Capture-d’écran-2016-11-26-à-00.39.18.png,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/Capture-d%E2%80%99e%CC%81cran-2016-11-26-a%CC%80-00.39.18.png', 'path': 'full/87db93da8d6b0ebcfe7627b36b5f0ed2a8d074fa.jpg', 'checksum': '8dac383e7306d012347177b5ed92c4e8'}]"
2742,Projet de fabrication industrielle de logements modulaires,http://tunisia2020.com/projet/projet-de-fabrication-industrielle-de-logements-modulaires/," 
 Universal Building Block",Immobilier,Privé,52,130," Ariana, Béja, Ben Arous, Bizerte, Gabès, Gafsa, Jendouba, Kairouan, Kasserine, Kébili, Le Kef, Mahdia, Manouba, Médenine, Monastir, Nabeul, Sfax, Sidi Bouzid, Siliana, Sousse, Tataouine, Tozeur, Tunis, Zaghouan"," 
                                 La Tunisie compte construire plus de 30 000 logements sociaux. Le logement économique dit social, doit être convenablement réalisé de manière identique à un logement haut de gamme. 
La conviction que : «toute personne a droit à un logement digne, répondant aux normes techniques, climatiques et environnementales, pouvant durer dans le temps, accessible, rapidement réalisable….»; nous a incité à travailler sur une réduction des couts et a concevoir un nouveau mode de construction. L’optimisation des matériaux utilisés, les opérations répétées, la standardisation et la réduction du temps d’exécution, impactent considérablement les couts a la baisse, c’est ce qui nous a conduit à industrialiser ce procédé."," 
                                 Le projet consiste à industrialiser la fabrication de logements modulaires composés de fer, bois et béton. 
 
Le projet comportera : 
- Site d’assemblage 
- Un bureau d’études 
- Unités de stockage 
- Equipes de montage  
 
 
Etudes achevées et certification APAVE obtenue.","  
                                 Création d’emplois et formation pouvant aller jusqu’à 30000 emplois direct et indirect. 
Création de plateformes régionales d’assemblage 
Concept technique innovant, transportable et exportable 
Matière première 100% tunisienne 
Possibilité d’extension en étage 
Logement de haute performance thermique 
Garantie de la construction et des matériaux utilisés par le biais des Assurances Décennale. 
Possibilité de faire un ensemble intégré comprenant école, centre d’animation pour jeunes, espaces verts, bâtiments pour service publics….","  
                                 Investissement à réaliser par des opérateurs privés.  
Les revenus annuels attendus sont de 138 millions de dinars a raison de 2500 logements/an et la durée de retour sur investissement initial est de 5 ans.",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/82-Logements-modulaires.png,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/82-Logements-modulaires.png', 'path': 'full/76745c1a7492c08178365817be75aab82a88427f.jpg', 'checksum': '577819baf7e94209b07aa0493e854d99'}]"
2739,Projet de signalétique culturelle numérique des monuments et des sites de la Tunisie,http://tunisia2020.com/projet/projet-de-signaletique-culturelle-numerique-monuments-sites-de-tunisie/,"
 Association Sauvegarde de la Médina de Tunis",Culture,Privé,1,1.5," Ariana, Béja, Ben Arous, Bizerte, Gabès, Gafsa, Jendouba, Kairouan, Kasserine, Kébili, Le Kef, Mahdia, Manouba, Médenine, Monastir, Nabeul, Sfax, Sidi Bouzid, Siliana, Sousse, Sousse, Tataouine, Tozeur, Tunis, Zaghouan"," 
                                 Le patrimoine bâti est l’une des composantes identitaires remarquables de la TUNISIE. Les civilisations majeures de la Méditerranée auxquelles la TUNISIE a activement participé depuis plus de 3000 ans, sans parler de la préhistoire, ont laissé des vestiges souvent spectaculaires. Jusqu’à présent ce patrimoine considérable (4 sites archéologiques, 1 site naturel et 3 médinas ont été  inscrits sur la liste du Patrimoine Mondial par l’UNESCO) n’a pas été considéré comme une ressource économique et sa sauvegarde est une charge pour le Ministère de la Culture qui en est responsable. Le Tourisme tunisien s’est développé à l’écart du patrimoine, comme tourisme balnéaire. Il s’agit de rendre les monuments et les sites du patrimoine attractifs, pour les tunisiens et aussi pour les touristes et donc de contribuer à créer une image de marque culturelle et rentable pour la Tunisie, en phase avec les tendances du tourisme mondial."," 
                                 Les monuments et les sites archéologiques et historiques seront équipés d’un système de panneaux (environ 40cm x 40cm) munis d’un code informatique lisible par les Smartphones et donnant accès à une base de données évolutive. Le Ministère de la Culture et le Ministère du Tourisme et de l’Artisanat ont approuvé le projet. 20 sites, 3000 panneaux, 1 app. (application numérique)  5 années de réalisation. Pour le site de Sidi Bou Saïd, un projet pilote est  prêt à la mise en œuvre (circuit des zaouias soufies et circuit des artistes peintres). 
 
 
Etude de faisabilité en cours","  
                                 Image de marque culturelle et technologique pour la Tunisie 
Possibilités de développements ultérieures (réalité virtuelle) 
Constitution d’un savoir faire décentralisé 
Augmentation de la fréquentation des monuments et des sites, source de retombées économiques","  
                                 Investissement à réaliser par des investisseurs privés. 
Retour sur investissement direct par les retombées publicitaires.",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/81-Signalétique.png,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/81-Signal%C3%A9tique.png', 'path': 'full/0a6f6f6cf1065668827fb306e8512f15d8af70f1.jpg', 'checksum': 'd930003d2d4963f4fccc630ec7cc3b0e'}]"
2737,Projet agricole intégré dans la ferme agricole El Khir – M'hamdia Gouvernorat de Ben arous,http://tunisia2020.com/projet/projet-agricole-integre-ferme-agricole-el-khir-mhamdia-gouvernorat-de-ben-arous/,"
 Ministère de l’Agriculture et des Ressources Hydrauliques et de la Pêche",Agriculture,Public-privé,16,40,Ben Arous," 
                                 Ce projet s’intègre dans le cadre du renforcement du rôle des fermes agricoles domaniales dans la concrétisation de la politique agricole, en particulier dans le domaine de la sécurité alimentaire, la promotion des exportations et la création d’emplois. 
Les projets de mise en valeur et de développement agricole bénéficiant d’avantages comparatifs financé par des investisseurs privés peuvent contribuer à l’intensification de la production, augmenter la valeur ajoutée et faciliter la promotion sur les marchés internationaux."," 
                                 Situer au Gouvernorat de Ben Arous à 20 km de la capitale, à proximité d’une zone de grande consommation (le Grand Tunis) et tout proche des ports et des aéroports, le domaine agricole «ELKHIR» s’étale sur une superficie totale de 2273 ha dont 959 ha irriguée. Le domaine dispose de  ressources en eau d’environ 205 litres/s. Le projet agricole projeté vise le développement de la performance du domaine agricole « EL KHIR » à travers : 
-L’entretien et la réhabilitation des plantations existantes (oliviers en sec 183 ha et 152 ha arbres fruitiers divers en irrigué)    
-Plantation de 300 ha d’olivier en intensif 
-Aménagement et équipement du périmètre irrigué 
-Elevage de 2500 unités femelles ovines, 
-La création d’une unité de fabrication d’aliment concentré, 
-Unité d’entreposage et conditionnement et de transformation des fruits 
-La construction d’une nouvelle huilerie moderne avec chaine de mise en bouteille 
-Création d’une unité de traitement  
Installation d’une unité de désalinisation d’eau par osmose inverse","  
                                 Attraction de l'investissement étranger 
Introduction des technologies et de techniques modernes 
Utilisation optimale de chaque potentiel et énergies disponibles  dans les terres agricoles 
Création des emplois dans la région 
Renforcement de l'exportation des produits agricoles","  
                                 Création d’une société de mise valeur et de développement agricole.",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/72-Ferme-ElKrib.jpg,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/72-Ferme-ElKrib.jpg', 'path': 'full/6aa7e9ea204d3dd36a241832d470c43b9bc5d7a4.jpg', 'checksum': '10c7d3be28862790b67df98c0202ece9'}]"
