pid,title,link,responsible,activity,sector,cost M€,cost MDT,governorate,context,detail,impact,financialarrangment,image_urls,images
4107,Review and Rehabilitation of the Siemens Metro Wagons,http://tunisia2020.com/en/projet/review-and-rehabilitation-of-the-siemens-metro-wagons/,The project will be carried out by the Transtu Company on an external loan,Transport,Public,80,200," Ariana, Ben Arous, Manouba, Tunis"," 
                                 Improvement of the services quality 
Ensuring the passengers comfort 
Consolidating the security of the fleet and its availability","  
                                 The main objective of this project is to upgrade the metro wagons and their availability in order to meet the traffic needs and the users comfort. 
 
 
The bidding documents are ready",," 
                                 The project will be carried out by the Transtu Company on an external loan",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/104-TRANSTU1.jpg,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/104-TRANSTU1.jpg', 'path': 'full/ccd6f34d0c1731d5f32f6a6445437680bd276b2f.jpg', 'checksum': 'ffcdd580f0a0b6299493d2f68b802e0a'}]"
3893,Wind Power Generating Station in Tbaga,http://tunisia2020.com/en/projet/wind-power-generating-station-in-tbaga/,"
 The Tunisian Company for Electricity and Gas (STEG)",Energy,Public,96,240,Kébili," 
                                 Annual production: 370 GWh 
Integration rate of the regional industry: 40% 
Avoid fuel consumption (natural gas): 80 KT of oil equivalent / year","  
                                 Creation of a wind power generating station : 80 MW 
Connecting the plant to the electricity network",," 
                                 To be made by The Tunisian Company for Electricity and Gas  by an external loan",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/41-Eolien.jpg,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/41-Eolien.jpg', 'path': 'full/16f359d0f8cca377fd25c02f691548db3bbc719e.jpg', 'checksum': '69593c1874251938ba436a7e90d5b911'}]"
3820,Tunertec,http://tunisia2020.com/en/projet/tunertec-2/,"
 Allani Sunlife Holding SA)",Energy,Private,480,1200," Ariana, Béja, Ben Arous, Bizerte, Gabès, Gafsa, Jendouba, Jendouban, Kairouan, Kasserine, Kébili, Large cities suburbs, Le Kef, Mahdia, Manouba, Médenine, Monastir, Nabeul, Scalable across Tunisi, Scalable across Tunisia, Sfax, Sidi Bouzid, Siliana, Sousse, Tataouine, Tozeur, Tunis, Zaghouan"," 
                                 Accelerating energy efficiency projects EE and the use of renewable energy RE with the national strategy in harmony  
Decentralized installation of over 300 MW el. and more than 1,200 MW thermal and refrigerated by 2021 (respectively 1000 and 2500 MW for 2030) 
Creating of a chain value related to RE and EE sectors 
Involvement of skills  and Cleantech Swiss technologies","  
                                 Tunertec is considered as an accompanying measure to TSP (Tunisian Solar Plan) at the levels of innovation, training, conceptual engineering and development of industrial ecology approach with the profitable industrialists.  
This structuring project will accelerate the integration of renewable energy as a key of the energy transition (30% in 2030). The projects are part of the self-production regime of the new regulatory framework and constitute a strong link of a green economy.  
 
 
Several agreements were signed (ANME, STEG-ER ...)",," 
                                 The private component TRIGENER of the project involves an investment of 1200 MTD between 2017 and 2021 with an average return of 5 years. For the component of interconnection with Europe, MASET (2020), the amount rises to 1800 MTD (Sovereign component).",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/69-Tunertec-1.png,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/69-Tunertec-1.png', 'path': 'full/81b1cd75fa71bbdffed2d7a135ec25742927c0f1.jpg', 'checksum': '83037b479045d085bf12a65afac76fca'}]"
3891,Rehabilitation and strengthening of sewerage networks (DEPOLMED),http://tunisia2020.com/en/projet/rehabilitation-and-strengthening-of-sewerage-networks-depolmed/,,Water,Public,284,710," Ariana, Béja, Ben Arous, Bizerte, Gabès, Gafsa, Jendouba, Kairouan, Kasserine, Kébili, Le Kef, Mahdia, Manouba, Médenine, Monastir, Nabeul, Sfax, Sidi Bouzid, Siliana, Sousse, Tataouine, Tozeur, Tunis, Zaghouan"," 
                                 ----","  
                                 The DEPOLMED program is composed of two phases: 
1st phase: cost 340 MTD 
Rehabilitation of 4 sewage treatment plants and construction of 52 pumping stations 
Rehabilitation and extension of 536 km of network 
2nd phase: cost 370 MTD 
Rehabilitation of 5 wastewater treatment plants and construction of 37 pumping stations 
Rehabilitation and extension of 560 km of network 
 
 
 
Starting phase 1: 2017",," 
                                 Investment to be made by the National Office of Sanitation. 
The French Development Agency, the  European Investment Bank and  the Neighborhood Investment Facility will fund the first phase.",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/43-Assainissement.jpg,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/43-Assainissement.jpg', 'path': 'full/2e4404db41c54c35456e3f55c61b726e99b4d799.jpg', 'checksum': '6e9d9f1da51240b45cc6a8322126830d'}]"
3822,The support program to the modernization of the Healthcare Information Systems,http://tunisia2020.com/en/projet/the-support-program-to-the-modernization-of-the-healthcare-information-systems/,"
 Ministry Of Healthcare",Healthcare,Public,100,250," Ariana, Béja, Ben Arous, Bizerte, Gabès, Gafsa, Jendouba, Jendouban, Kairouan, Kasserine, Kébili, Large cities suburbs, Le Kef, Mahdia, Manouba, Médenine, Monastir, Nabeul, Scalable across Tunisi, Scalable across Tunisia, Sfax, Sidi Bouzid, Siliana, Sousse, Tataouine, Tozeur, Tunis, Zaghouan"," 
                                 Improving the quality of the healthcare provided to the patients and implementation of the basic elements for patient’s  path 
A better accessibility of the healthcare services to the population 
A better organization and decentralization of the healthcare services 
A better control of the costs and financial balances of the healthcare institutions","  
                                 The generalization and the deployment of the Computerized Medical Records CMR and the Daily Drugs Dispensation (DDD) 
Deploying a PACS solution 
Digitizing the first healthcare line and connecting it to the second and third line 
Implementation of a digital archiving solution for the healthcare sector",," 
                                 To be funded by an external loan",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/103-SIS.jpg,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/103-SIS.jpg', 'path': 'full/db2d114fbb7aa8d4cc272ca6d6024b861abda0e3.jpg', 'checksum': '9ca2ec5935c7e4837bf80681d7286cc4'}]"
3815," Plantation of 1000 ha of eucalyptus and installation of a production unit of paper in Sejnane, Governorate of Bizerte ",http://tunisia2020.com/en/projet/plantation-of-1000-ha-of-eucalyptus-and-installation-of-a-production-unit-of-paper-in-sejnane-governorate-of-bizerte/,"The Ministry of Agriculture, Water Resources and Fisheries",Industry,Private,10,25,Bizerte," 
                                 Increase of the wood production for processing 
Carbon sequestration and mitigation of the effects of climate change 
Creation of jobs and improvement of living conditions of the rural population 
Valuation of wood byproducts by promoting various activities related to the wood sector 
Opportunity to develop beekeeping and organic honey production in the region","  
                                 The proposed project consists in: 
The planting of 1000 ha of eucalyptus in the region of Sejnane in the governorate of Bizerte 
The installation of a paper production unit 
The wood produced can be subject to multiple uses on the Tunisian market 
The transformation of the wood product meets the growing needs of the local market in paper for various uses.",," 
                                 The project will be achieved through the granting of a concession or public-private partnership.",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/110-Eucalyptus.jpg,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/110-Eucalyptus.jpg', 'path': 'full/73edd15020dc73fdd3474440cdaebeebe988e7d8.jpg', 'checksum': '7263dc46303da1fb6aed6ba870ac2f57'}]"
3824," Construction and equipment of regional hospitals type B in Jelma, El Jem, Makthar, Dahmani, Haffouz, Thala, Sbiba and Manouba ",http://tunisia2020.com/en/projet/construction-and-equipment-of-regional-hospitals-type-b-in-jelma-el-jem-makthar-dahmani-haffouz-thala-sbiba-and-manouba/,"
 Ministry Of Healthcare",Healthcare,Public,112,280," Kairouan, Kasserine, Le Kef, Mahdia, Manouba, Sidi Bouzid, Siliana"," 
                                 Ensure a more equitable country healthcare map 
Improve the universal access to quality healthcare services 
Ensure a better adaptation of the healthcare system to the inherent mutations of the epidemiological and demographic transitions","  
                                 The project aims to provide proximity and better quality healthcare for the priority regions population.",," 
                                 To be funded by an external loan",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/102-Hopitaux.jpg,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/102-Hopitaux.jpg', 'path': 'full/afb7e3c9f8cd7336ded2ca8d954fccfda3897fb0.jpg', 'checksum': 'a129ba310d2838bf447d7ba0604bc91e'}]"
3817,The Private Hospital of Tunis,http://tunisia2020.com/en/projet/the-private-hospital-of-tunis/,The Private Hospital of Tunis,Healthcare,Private,70,174,Tunis," 
                                 Improving universal access to quality health services 
Offer a high-level alternative to traditional hospitalization. 
Strengthening Tunisia as a regional medical platform 
Increase the exports of healthcare services","  
                                 The project aims to create a private hospital of 300 beds of type ""nearby hospital"" structured around 8 interdependent areas: 
The Oncology Axis 
The cardiovascular axis 
Geriatrics 
Traumatology 
Psychiatry 
Neonatology pediatrics gynecology obstetrics 
Medical and surgical specialities (GP, orthopedic and trauma surgery, General and digestive surgery, respirology, hepato-gastro-Gastroenterology and medical resuscitation) Internal Medicine Department 
The patient must be able to have all the skills necessary for his treatment, no longer successively but simultaneously on the basis of a decompartmentalization of the disciplines,",," 
                                 To be made by private investors",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/109-Hopital-Prive.jpg,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/109-Hopital-Prive.jpg', 'path': 'full/a35a6aff6a6c4e1a98a1fb2cd64689e126fcfae0.jpg', 'checksum': '4dab362a097092c7508f3def47eb9f2d'}]"
3405,Integrated agricultural project in the agricultural farm Enfidha-Governorate of Sousse,http://tunisia2020.com/en/projet/integrated-agricultural-project-in-the-agricultural-farm-enfidha-governorate-of-sousse/,Office of State Lands (OTD),Rural Development,PPP,12,30,Sousse," 
                                 Attracting foreign investment 
Introduction of technology and modern techniques 
Optimal use of each potential and available energies in farmland 
Creation of jobs in the region 
Enhancing the agricultural export","  
                                 The development of vegetable crops for export and implementation of new multi-span greenhouse system 
The olive tree maintenance and the improvement of their productivity 
Planting new olive and almond trees in the available  ground 
The renovation of  the oil unit equipment and the increase of its storage  capacity 
The rehabilitation and the modernization of the packaging and conditioning  station",," 
                                 Creation of a mixed company  between the OTD and the concerned investor 
A rental agreement of the state land will be concluded between the State and the company",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/72-Ferme-ElKrib-1.jpg,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/72-Ferme-ElKrib-1.jpg', 'path': 'full/a62d8e217907737c38893b5e9c326067f8a38f3f.jpg', 'checksum': '10c7d3be28862790b67df98c0202ece9'}]"
3408,Integrated agricultural project in the agricultural farm EL Khadhra – Sbeitla-Governorate of Kasserine,http://tunisia2020.com/en/projet/integrated-agricultural-project-in-the-agricultural-farm-el-khadhra-sbeitla-governorate-of-kasserine/,Office of State Lands (OTD),Rural Development,PPP,10,25,Kasserine," 
                                 Attracting foreign investment 
Introduction of technology and modern techniques 
Optimal use of each potential and available energies in farmland 
Jobs Creation in the region 
Enhancing the agricultural export","  
                                 The maintenance of existing trees (3200 ha) 
Planting new trees on 500 ha 
The almond plantation on 300 ha irrigated 
The creation of a new irrigation scheme to irrigate new fruit plantations 
The construction of a new modern oil unit 
The development of the Sheep farming activity",," 
                                 Creation of a mixed company  between the OTD and the concerned investor 
A rental agreement of the state land will be concluded between the State and the company",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/72-Ferme-ElKrib-1.jpg,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/72-Ferme-ElKrib-1.jpg', 'path': 'full/a62d8e217907737c38893b5e9c326067f8a38f3f.jpg', 'checksum': '10c7d3be28862790b67df98c0202ece9'}]"
3411,Integrated agricultural project in the agricultural farm Ettizez - Menzel Bouzaiene-Governorate of Sidi Bouzid,http://tunisia2020.com/en/projet/integrated-agricultural-project-in-the-agricultural-farm-ettizez-menzel-bouzaiene-governorate-of-sidi-bouzid/,Office of State Lands (OTD),Rural Development,PPP,6,15,Sidi Bouzid," 
                                 Attracting Foreign investment 
Introduction of technology and modern techniques 
Optimal use of each potential and available energies in farmland 
jobs Creation in the region 
Enhancing the agricultural export","  
                                 Extension of irrigated perimeter through the creation of one or two deep wells which will allow to have an additional irrigated area up to 350 to 500 ha 
Maintenance of the existing olive grove to increase its profitability 
Creation of new olive trees (500 ha) 
Creation of irrigated almond trees (300 ha)",," 
                                 Creation of a mixed company  between the OTD and the concerned investor 
A rental agreement of the federal land will be concluded between the State and the company.",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/72-Ferme-ElKrib-1.jpg,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/72-Ferme-ElKrib-1.jpg', 'path': 'full/a62d8e217907737c38893b5e9c326067f8a38f3f.jpg', 'checksum': '10c7d3be28862790b67df98c0202ece9'}]"
3399," Production project, packaging and export of citrus ",http://tunisia2020.com/en/projet/production-project-packaging-and-export-of-citrus/,Office of State Lands (OTD),Rural Development,PPP,7,16.5," Bizerte, Jendouba, Nabeul"," 
                                 Attracting foreign investment 
Introduction of technology and modern techniques 
Optimal use of each potential and available energies in farmland 
Creation of jobs in the region 
Enhancing the agricultural export","  
                                 Planting new citrus trees (300 Ha) 
Creating a fruit conditioning unit 
Creation of two deep wells",," 
                                 Creation of a mixed company  between the OTD and the concerned investor. 
A rental agreement of the state land will be concluded between the State and the company",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/78-Agrumes-1.jpg,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/78-Agrumes-1.jpg', 'path': 'full/a1b0cbf0d6e7d0b91a48ac5f8f1c25b1371dd2d1.jpg', 'checksum': '3964b78d038b3c621bb23f029688610d'}]"
3402," Production of organic and non organic olive oil project, product processing and packaging ",http://tunisia2020.com/en/projet/production-of-organic-and-non-organic-olive-oil-project-product-processing-and-packaging/,Office of State Lands (OTD),Rural Development,PPP,7,18.6," Kasserine, Sidi Bouzid"," 
                                 Attracting foreign investment 
Introduction of technology and modern techniques 
Optimal use of each potential and available energies in farmland 
Creation of jobs in the region 
Enhancing the agricultural export","  
                                 Planting and maintenance of 1100 ha of new olive trees 
The creation of an oil unit  and a modern packaging unit 
The creation and the equipment of 7 new deep wells",," 
                                 Creation of a mixed company  between the OTD and the concerned investor 
A rental agreement of the state land will be concluded between the State and the company",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/77-Oliviers-1.png,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/77-Oliviers-1.png', 'path': 'full/db6d96f7a54284c35486d9dec6a51ac128344ad6.jpg', 'checksum': '39ac8ef72aa3cc5dea69d640f0f59f2e'}]"
3721,Project Fratelli Bay Resort,http://tunisia2020.com/en/projet/project-fratelli-bay-resort/,Les Eaux Vives Immobilière,Ecotourism,Private,350,875,Bizerte," 
                                 Social and environmental impact 
 Direct and indirect jobs creation 
 Improve settlement of locals with considerable ripple effect 
 Reinforcing of local arts and crafts  
 Positive impact on local tourism, agriculture and the environment 
 New dynamic for sustainable development","  
                                 The Fratelli Bay project is an ecological residential and touristic village on a 750 ha seafront area of El Houichette in the governorate of Bizerte. 
The project includes: 
Detached villas : 360 units  
Semidetached villas : 100 units 
Apartments : 1,000 units 
Hotels : 3 x 4 star hotels 
Medina Village (Souk) : 7ha 
Residential Service Village : 5ha 
Golf : 9 holes 50 ha 
Other Activities : Water park, sports 
Roads and amenities : 20km",," 
                                 This project will be developed with private partnerships. The total expected investment of 875MDT for a full operation annual revenue of 80MDT. The return on initial investment will be 5 years.",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/126-Fratelli.jpg,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/126-Fratelli.jpg', 'path': 'full/69ffd8f38b55fce0602f795824087bf15c2c5e7e.jpg', 'checksum': '0876e3a6cc7e7eab7694227fa76cacaa'}]"
3718,Licensing for the vacant Oil and Gas fields research and exploitation,http://tunisia2020.com/en/projet/licensing-for-the-vacant-oil-and-gas-fields-research-and-exploitation/,The Tunisian Company Of Petroleum Activities (ETAP),Energy,"  PPP, Private",0,0,Gouvernorate(s) :," 
                                 Reconstitute the national reserves of oil and gas 
Supply the local oil market 
Guarantee the durability of the resources in fossil energy","  
                                 Promote the 40 vacant fields for the exploration and the search for hydrocarbons. 
Provide a free integrated database to the companies wishing to obtain research licenses",," 
                                 The Exploration projects will be funded by international oil companies. 
The Development and operating of projects will be carried out through public-private partnerships with the Tunisian Company of Petroleum Activities.",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/128-permis-1.jpg,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/128-permis-1.jpg', 'path': 'full/9dd0685697f72171f7ed5781a42c25d4ac741e84.jpg', 'checksum': 'b68139bb5493e69b4ad0ef54704c7a49'}]"
3716,Production unit of Food Technical Acid,http://tunisia2020.com/en/projet/production-unit-of-food-technical-acid/,The Tunisian Chemical Group,Industry,Public,64,160,Gabès," 
                                 Reduction of the sea pollution and preservation of the environment  
Diversification of the Tunisian Chemical Group products","  
                                 Production capacity: 30,000 tons/year of HF100% 
Four production units of hydrofluoric acid in Skhira 
Ten production units of fluosilicic acid (H2SiF6) in Gabes 
A treatment unit of the Fluosilicic Acid (H2SiF6) from the Skhira and Gabes production units and its transformation into hydrofluoric acid  HF100%  in  Gabes. 
 
 
Starting date: 2019",," 
                                 To be made by The Tunisian Chemical Group on an external loan or a public-private partnership",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/129-acide-fluorhydrique.jpg,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/129-acide-fluorhydrique.jpg', 'path': 'full/f11f0c4536713b31a4efdb7563890e5e7a8ce0af.jpg', 'checksum': '7054c5fe01299a1c9fac76e036a8ec62'}]"
3714,Development and exploitation of hydrocarbon fields : Kosmos-Makhrouga-Dbech-Laarich,http://tunisia2020.com/en/projet/development-and-exploitation-of-hydrocarbon-fields-kosmos-makhrouga-dbech-laarich/,The Tunisian Company Of Petroleum Activities (ETAP),Energy,Public,380,950," Nabeul, Tataouine"," 
                                 Kosmos project: 
Increase of the national domestic oil production to 20,000 barrels/day 
Creation of 80 direct jobs and 20 indirect jobs 
Project Makhrouga-Dbech-Laarich 
Production of 16,000 barrels of oil/day 
Production of 400000 ��^3gas/day 
Creation of 60 direct jobs and 10 indirect jobs","  
                                 Kosmos project: 
Drilling of 5 wells 
Establishment of a drilling bench 
Installing a floating barge for the production and  the storage of oil. 
Makhrouga-Dbech-Laarich project: 
Drilling of 7 wells 
Creating of a  treatment center 
Establishment of a pipeline connecting the center to the pipeline of Oued Ezzar field.",," 
                                 To be funded by The Tunisian Company Of Petroleum Activities by an external loan",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/130-Kosmos.jpg,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/130-Kosmos.jpg', 'path': 'full/af5649ed3383bb5bb1f9dcd6a71248e4c0de35ac.jpg', 'checksum': '1f9ee5b63141ff7f447fd335b132d8b2'}]"
3730,Construction project of the 'GARDENS OF SIJOUMI' city,http://tunisia2020.com/en/projet/construction-project-of-the-gardens-of-sijoumi-city/,RBS Immo – SIMOTRAM,Real Estate,Private,315,787,Tunis," 
                                 Development of the region 
Improvement of the living environment 
Setting of the populations","  
                                 As part of their activities, the companies 'SIMOTRAM' and 'RBS Immo' offer to make the city ""The gardens of SIJOUMI"" of 7746 housing units and the following public facilities: 
Educational equipment  
Equipment sport  
Health equipment  
Equipment sales  
Municipal district  
Green space  
Station  
Post office  
Mosque",," 
                                 Investment by private operators. The expected total cost is of 787 million dinars and the return on initial investment lasts 10 years.",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/123-Jardins-Sijoumi.jpg,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/123-Jardins-Sijoumi.jpg', 'path': 'full/fcd82ff305ae8b37112de75bc356b6dad0c91f32.jpg', 'checksum': '97b5485c55148d3f86341b611907f18d'}]"
3813,Eco-village in the national park of El Feija,http://tunisia2020.com/en/projet/eco-village-in-the-national-park-of-el-feija/,"
 The Ministry of Agriculture, Water Resources and Fisheries",Environment,Private,1,2,Jendouba," 
                                 Improvement of the income of the inhabitants of the region 
Development of the ecotourism 
The first ecological village in Tunisia 
Creation of new opportunities for direct and indirect jobs 
Offer eco-tourism services around and in the national park of El Feidja; namely transportation of visitors to the Park and on the nature tours, visitors Guide and interpretation of the natural environment, accommodation and catering","  
                                 The project seeks the creation of an ecological city to El Feija national park which includes: 
A conference room 
An enclosure of acclimatization and observation of wildlife 
Positions of Lookout, guard towers, shelters 
A stable for horse beard 
A parking, areas for games, rest areas, nursery, colonial buildings, forest post 
Services room 
Service facilities",," 
                                 It is a project of concession including essentially: 
The operation of the infrastructure of the national park 
The management of eco-tourism in the national park, and around services namely transportation of visitors to the Park and on the nature tours, visitors Guide and interpretation of the natural environment, accommodation and catering",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/111-Feija.jpg,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/111-Feija.jpg', 'path': 'full/af543155fedfdbe8470f4110b08f47f6050f6674.jpg', 'checksum': '88296ad144e03ed422e1a2a2f9d79124'}]"
3712,Development of hydrocarbon fields : Zarat,http://tunisia2020.com/en/projet/development-of-hydrocarbon-fields-zarat/,Tunisian Company Of Petroleum Activities (ETAP),Energy,Public,800,2000,Gabès," 
                                 Development of adjacent fields of the Gulf of Gabes, including Elyssa and Jugurtha 
Increase of the domestic production of hydrocarbons: 
Natural Gas: 1 million m^3/day 
Condensate: about 12 000 barrels/day during the first phase up to 28 000 barrels/day during the second phase 
Liquefied gas: 58.5 tons/day during the first period of up to 117 tons/day during the second period (from 2023) 
Creation of about 200 direct jobs and 80 indirect jobs","  
                                 First part: 
Drilling 4 horizontal wells 
Setting up of production equipment: processing capacity up to 2.8 million m^3/day of gas and 20,000 barrels of condensate/day 
Establishment of a pipeline linking the fields Zarat and Miskar (37 km in length and 16 inches in diameter) 
Establishment of a pipeline to transport CO2 carbon dioxide to be injected into the Miskar field (37 km in length and 14 inches in diameter) 
A Floating storage barge 
Setting up a storage bench 
Second part: 
Drilling 4 new horizontal wells 
Increasing the processing capacity to 5,6 millions m^3/day of natural gas and 40,000 bbl/day of condensate 
Setting up an adjacent housing unit to the production bench",," 
                                 To be made by The Tunisian Company Of Petroleum Activities by an external loan",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/131-Zarat.jpg,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/131-Zarat.jpg', 'path': 'full/f5842d1f5dbc29ad1268004aadcde40263744585.jpg', 'checksum': 'a7a6778aa145a45f2fbba20e1c52cf94'}]"
3812,Construction of the Djerid Polyclinic,http://tunisia2020.com/en/projet/construction-of-the-djerid-polyclinic/,The Medical Promotion of Djerid (PROMEDJ),Healthcare,Private,19,48,Tozeur," 
                                 Ensure a more equitable country health card 
Improving universal access to quality health services 
Offer a high-level alternative to traditional hospitalization.","  
                                 Building a polyclinic in Tozeur in the tourist area of the city, on the TF 2212 Tozeur with an area of 8480 m²: 
Number of levels: (5) basement, ground floor, 1st, 2nd and 3rd floor.  
Number of rooms: 100 rooms  
Number of operating rooms: 4  
Number of physician offices: 4  
Bank agency, housing unit (1) and an analysis laboratory  
(1) bar + spa  
8 Accommodations for the accompanying persons",," 
                                 To be made by private investors (Tunisians or foreigners).  
The promoter has already invested 7 MTND (Land+Technical Studies)",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/112-PROMEDJ.jpg,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/112-PROMEDJ.jpg', 'path': 'full/fc46f89414d59665ac6c2740a52258ab03c05981.jpg', 'checksum': '894e9c8e1d5cb1e8c8c1fd4e84062ad8'}]"
3728,Motor Sports Cities,http://tunisia2020.com/en/projet/motor-sports-cities/,Oussama Guellouz,Entertainment,Private,79,197,Gouvernorate(s) :," 
                                 More than 320,000 visitors per year planned on the complex 
Providing the country with a major attraction in the automotive sector of worldwide notoriety brewing a new typology of tourist clientele 
Creation of 800 direct jobs on the complex 
Creation of a unique training center capable of supplying skills to the main actors in the automotive sector in the Maghreb and African (forecast: 300 skills per year)","  
                                 The complex is an ultra modern mechanical sports complex , built around three components: 
The competition with 5 circuits built according FIA standards (main circuit of 5.5 km) 
Training on automotive professions and on piloting with direct outlets on the complex. 
Mechanical and virtual leisure 
 
 
 
Preliminary studies are completed",," 
                                 Private project 
15M€ of expected annual revenues and a payback period of 8 years",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/124-MotorsSportsCity.jpg,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/124-MotorsSportsCity.jpg', 'path': 'full/35a424109d70f6f1958f0f4eda071d593f52802d.jpg', 'checksum': '0a325378ec8cb9b591f6e99200c902ea'}]"
3724,Cement of The Mediterranean,http://tunisia2020.com/en/projet/cement-of-the-mediterranean/,"Ciment de La Méditerranée, SA",Tourism,Private,200,500,Gafsa," 
                                 Create 1,200 jobs, including 300 direct and 900 indirect positions 
Be the leader of the cement production sector in Tunisia 
Enhance  the added value of the local market as well as exports of grey cement 
Provide the country with a big company in the cement sector capable of competing with international industry leaders","  
                                 Develop a Greenfield project for an integrated unit with a total capacity of 1MTPA that will include: 
Development of a project with high  efficiency and considerable energy consumption and reduced production  costs versus competitors 
Premium location in central western Tunisia with access to local and export markets 
 
 
 
All studies are completed",," 
                                 Investment to be made by private operators. Expected annual revenues are 10 million dinars and the initial return on investment is 8 years.",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/125-Ciments-Med.jpg,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/125-Ciments-Med.jpg', 'path': 'full/087c02096af887d848dc440af29202bbb06ae4c8.jpg', 'checksum': 'ba99933e75e81d7e093c2f90e7c79579'}]"
